"caseId","Present living situation-1995","number people living w/respondent-1995","Economic situation/3 year ago-1995","Parent divorced/separated past year-1995","Parent re/married past year-1995","Parent lost job/past year-1995","Respondent ill/disabled past year-1995","Parent died past year-1995","Respondent sex-1995","Respodent US Citizenship-1995","Respondent job classification-1995","Don't feel save at school-1995","attainable education level-1995","Paren education preference-1995","Respondent hour studying-1995","Good grade importance-1995","English Knowledge-1995","Depression-1995","Self-esteem-1995","Familism index-1995","Family cohesion-1995","GPA-1995","Dropped out by 1995","Percent daily school attendance-1995","Private school-1995","desired.job.prestige.score-1991","GPA","Parent.SES.index-1991","English.Knowledge-1991","Private.school-1991","Houshold.guardians-1991","number.household.members-1991","Sex","Respondent.US.stay.length-1991","Respondent job preference-1991","felt discriminated-1991","Depression-1991","Self-esteem-1991","education expectation-1991","Hours/day on HW-1991","Good grades importance-1991","Reason Dad came to US","Reason Mom came to US"
3849,1,4,3,2,2,2,2,2,2,2,8,2,4,5,1,2,4,1.25,4,2.33,5,1.57,0,91.3,0,78,1.17,-0.27,4,0,1,3,2,2,10,1,1,3.9,3,2,1,2,2
3850,1,4,1,2,2,2,1,2,1,1,6,4,5,5,1,1,4,1.5,3.4,2.33,3.67,1.73,0,88.5,0,48,2.14,-0.96,4,0,1,2,1,2,13,2,2,3.5,5,1,1,1,1
3851,1,4,3,2,2,2,2,2,1,1,7,4,3,4,1,1,4,2.25,3,2.67,3.67,0.97,0,91.6,0,72,1.83,-0.17,4,0,1,4,1,1,8,1,1.75,3.44,3,3,1,1,9
3852,1,2,1,2,2,1,2,2,2,1,5,3,5,5,1,2,4,2,3.5,1.33,2.33,1.56,0,88.5,0,78,1.8,-0.02,4,0,1,5,2,1,10,1,1.5,3.11,5,1,2,1,1
3853,1,3,2,2,2,2,2,2,1,1,7,2,5,5,2,1,4,1.75,3.8,1.33,4,2.74,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3854,1,3,3,1,2,2,2,2,1,1,9,3,5,5,2,1,3.5,1.25,3.5,2.33,3.67,1.79,0,91.3,0,71,1.33,-0.38,3.5,0,1,4,1,1,9,2,1.25,3.4,5,3,1,6,6
3859,1,4,4,2,2,1,2,2,1,1,11,2,3,3,6,1,4,1.25,3.9,1.33,4.33,1.48,0,90.2,0,48,1.92,-0.62,3.5,0,1,4,1,2,14,2,1,3.8,3,1,1,2,2
3860,5,3,2,2,2,2,2,2,2,1,7,1,5,5,3,1,4,1,3.7,2,3.67,2.57,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3864,1,5,3,2,2,2,2,2,1,2,6,4,5,5,2,1,4,1.25,3.8,1.33,3.33,1.25,0,91.6,0,30,2.58,-0.17,3.5,0,1,4,1,2,11,2,1.75,3.2,5,6,1,1,1
3865,5,3,4,1,2,2,2,2,1,1,8,3,5,5,1,1,4,1.25,3.5,2.33,3.33,2.08,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3866,5,2,2,2,2,2,1,2,1,1,5,3,4,4,1,1,4,1.75,3.5,1.33,4,1.9,0,94.3,0,40,1.83,0.67,4,0,5,2,1,1,11,1,2,4,4,1,2,1,1
3868,6,4,3,1,1,2,2,2,2,1,11,2,4,4,2,1,3.25,2.5,2.8,2.33,3.33,2.29,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3869,5,3,2,2,2,2,2,2,2,1,8,4,3,4,2,2,4,2.5,3.8,1.33,3.33,0,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3870,1,4,3,2,2,2,2,2,2,1,6,3,5,5,3,1,4,1,3.8,3.33,4.33,2.85,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3872,1,4,2,2,2,1,2,2,2,1,11,2,5,5,6,2,3.75,2,3.8,3,3.33,2.71,0,94.4,0,56,3.17,1.33,4,0,1,4,2,3,11,1,3.25,3.7,5,4,1,1,3
3875,1,5,1,2,2,2,2,2,2,1,5,4,5,5,2,1,4,1.25,3.8,2.33,4.67,0.28,1,91.3,0,78,1.5,0.43,4,0,1,4,2,1,10,2,1.25,3.4,5,3,1,1,9
3876,1,3,2,2,2,2,2,2,2,1,10,4,5,5,5,1,4,1.75,4,1.33,4.67,3.75,0,91.3,0,62,3.67,0.7,4,0,1,3,2,1,8,2,1.25,4,5,4,1,1,1
3877,4,1,4,2,2,1,2,1,2,2,10,4,5,5,2,2,4,1.75,3.3,2,2.33,1.67,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3879,5,2,3,2,2,2,2,1,2,1,5,2,4,4,3,1,4,1.5,4,1,5,3.26,0,88.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3880,2,4,1,1,1,1,2,1,1,1,8,2,3,4,1,2,4,1,2.8,3,3.33,1.67,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3881,7,4,2,2,1,1,2,2,2,1,4,4,3,5,2,1,3.75,1,3,2,3,2.5,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3883,10,2,1,1,2,1,2,2,1,1,10,2,5,5,3,2,3.75,2.25,3.4,1.33,2,1.37,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3885,5,5,4,1,2,1,2,2,2,2,10,4,3,5,1,1,4,1.5,2.6,1,5,1.47,0,92.9,0,78,2.5,0.23,3.5,0,5,4,2,2,10,2,1.5,3.6,5,2,4,2,2
3886,1,6,2,2,2,2,2,2,1,2,11,4,4,5,1,1,4,1.25,4,3,4.33,2.02,0,92.5,0,61,2.33,-0.16,4,0,1,3,1,2,3,2,1.5,3.4,2,1,2,6,6
3887,6,1,3,2,2,2,2,2,1,1,11,3,3,3,1,3,4,1,3.9,1,4.67,0.5,0,92.5,0,67,0.5,0.17,3.5,0,6,1,1,1,12,2,1.5,3.44,4,4,2,2,2
3888,10,4,3,2,2,2,2,2,1,2,11,4,5,5,6,1,4,1.5,3.4,2,4.67,2.99,0,91.6,0,66,3.75,0.89,4,0,5,4,1,2,7,2,1,2.8,3,1,1,2,2
3889,1,6,2,2,2,2,2,2,2,1,5,4,2,4,1,2,3,1.5,2.6,2,4,1.67,0,91.6,0,78,2,-0.2,3.25,0,1,5,2,2,5,2,1.5,3.1,2,1,1,3,3
3890,5,3,2,2,2,1,1,2,2,1,11,3,4,5,2,1,4,1.25,4,1.67,4.67,1.88,0,88.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3892,5,2,1,2,2,2,2,2,2,1,11,3,5,5,2,1,4,4,2.2,2.33,2.33,1.39,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3893,3,4,3,2,2,1,2,2,1,2,11,4,4,4,4,1,4,3.5,3.2,2,3.67,1.53,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3895,1,5,2,2,2,1,2,2,2,1,7,3,5,5,2,1,4,1.75,3.5,1.33,3.33,2.5,0,92.5,0,72,3.17,0.05,3.75,0,1,5,2,1,6,1,1.75,3.78,4,1,1,2,2
3896,1,3,3,2,2,2,2,2,1,1,5,3,5,5,1,1,4,1,4,1,3,2.63,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3897,1,3,3,2,2,2,2,2,2,2,11,1,5,5,1,1,4,1,3.7,1.67,3,1.56,0,90.2,0,71,0.75,0.42,4,0,1,3,2,2,9,2,2,2.9,5,1,1,2,2
3899,1,4,2,2,2,2,2,2,2,1,10,3,5,5,3,1,4,1.5,3.4,1.33,3,2.02,0,92.9,0,78,2.83,0.27,3.5,0,1,4,2,1,10,1,2.25,3.3,5,1,1,2,2
3900,3,3,3,2,2,2,2,2,2,1,11,4,4,5,2,1,3.75,1.25,3.8,1.33,3,3,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3901,1,3,3,2,2,2,2,2,1,1,11,3,5,5,5,1,4,1.25,3.9,2,4.67,2.5,0,94.3,0,57,2.42,0.68,3.25,0,1,3,1,1,9,2,2,2.4,5,1,2,1,3
3902,5,2,3,2,2,2,2,2,1,1,5,3,4,4,2,1,4,1.25,4,1,3.67,2.36,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3903,1,3,2,2,2,2,2,2,1,1,10,4,5,5,3,1,4,1,4,2.33,5,2.5,0,91.3,0,78,2.5,0.33,4,0,1,3,1,1,12,2,1,4,5,1,1,4,4
3905,1,4,3,2,2,2,2,2,1,1,4,3,4,5,3,1,3.75,1.25,3.8,1.67,4.33,1.28,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3910,3,3,3,1,2,2,2,2,2,1,10,4,4,5,2,1,4,1.25,3.3,2,2,1.3,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3911,1,4,1,2,2,1,1,2,2,1,11,1,3,3,1,1,4,2.25,2.9,2,5,1.11,0,94.3,0,62,1.08,-0.41,4,0,1,5,2,1,12,1,1,3.6,4,1,2,9,9
3912,1,2,2,2,2,1,2,2,2,2,8,2,4,4,1,2,3.5,1.25,3.5,2,3.67,1.94,0,90.2,0,62,2.25,-0.69,3,0,1,3,2,2,8,2,1,3.3,5,3,4,2,2
3913,1,2,3,2,2,2,1,2,1,1,5,4,4,5,2,1,4,1,3.5,2.33,3.67,1.39,0,91.3,0,55,2.25,-0.23,3.75,0,1,3,1,2,7,1,1.5,3.5,5,2,2,2,2
3915,1,4,3,2,2,2,1,2,1,1,10,3,5,5,3,1,4,2.25,3.8,2,3.67,2.18,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3916,1,3,3,2,2,2,2,2,1,2,4,3,4,5,4,1,4,1.25,3.1,1.33,3.67,1.81,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3917,1,3,1,2,2,2,2,2,2,2,8,3,5,5,3,1,4,1.25,3.2,2.67,4.67,1.94,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3919,5,2,4,1,1,2,2,2,1,1,11,3,4,4,1,2,4,2.25,2.6,2,3.33,2.61,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3920,5,2,3,2,2,2,2,2,2,2,11,2,2,4,1,2,4,2.5,2.9,2.33,2.33,2.56,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3923,1,3,3,2,2,2,2,2,1,1,4,3,4,4,1,2,4,1,4,1.67,3.33,1.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3924,3,6,2,2,2,2,2,2,1,1,6,2,4,5,2,1,4,1.25,2.7,1.67,4.67,0.83,0,90.2,0,57,2,0.07,4,0,3,5,1,1,13,2,2,3.5,5,2,1,6,6
3926,3,2,2,2,2,2,2,2,2,1,6,4,5,5,2,1,4,1,3.7,1.33,3.67,2.92,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3929,5,1,3,2,2,2,2,2,1,1,7,4,5,5,2,2,4,1.75,3.9,1.33,4.67,2.83,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3930,1,5,2,2,2,2,2,2,1,1,5,3,5,3,2,1,4,1.25,3.5,1.33,4.67,2.01,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3931,5,5,3,2,2,2,2,1,2,1,11,2,2,4,1,2,4,1.5,3.89,1,3.67,0.83,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3932,1,2,1,2,2,2,2,2,1,1,4,3,4,2,1,4,4,2.25,3.3,2.33,1,2.26,0,91.3,0,66,1.5,0.6,4,0,1,2,1,1,4,2,1.25,4,5,2,1,2,2
3933,7,2,1,2,1,2,2,2,2,1,5,4,5,3,2,1,4,1.5,3.9,2.33,2.67,1.75,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,1,5,4,2,2,1,2,2,2,1,5,4,4,2,1,2,4,4,2,1,1.33,2.5,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3936,5,5,3,2,2,2,2,2,2,1,6,3,5,5,5,1,4,1,4,1.67,3.33,2.64,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3937,1,4,3,2,2,2,2,2,1,2,7,3,5,5,1,2,4,2,3.1,2,2.67,1.67,0,91.3,0,51,0.92,0.51,4,0,1,5,1,2,4,2,1.25,3.8,4,2,1,2,2
3938,1,4,2,2,2,2,2,2,1,1,6,4,5,5,4,1,4,1,4,1.33,2.67,3.89,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3941,1,4,3,2,2,2,2,2,2,1,11,4,5,5,1,1,4,1,3.6,1.67,3.33,2.78,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3942,3,5,2,2,2,2,2,2,1,1,8,3,4,5,3,1,4,1.25,4,3.67,4.33,2.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3943,3,2,2,1,2,1,2,2,2,1,8,4,4,5,1,2,4,3.5,4,1.33,3,1.42,0,92.5,0,62,1.42,0.7,4,0,2,3,2,1,8,2,1,3.9,5,2,1,3,3
3944,1,3,3,2,2,2,2,2,2,1,6,2,5,5,3,1,4,1.25,3.4,2,3.33,3.17,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3947,5,5,3,1,2,2,2,2,2,2,10,4,4,5,3,1,4,2,3.7,1.67,3,1.01,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3949,10,3,3,2,2,2,2,1,1,2,6,3,4,4,2,2,4,2,3.7,2,3,2.5,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3951,1,3,2,2,2,2,2,2,1,1,9,3,5,5,3,1,4,1,4,2,3.67,2.62,0,91.3,0,65,2.67,0.83,4,0,1,3,1,2,4,1,1,3.3,5,3,1,2,2
3952,1,5,4,2,2,2,2,2,1,1,4,4,5,2,1,3,4,1.25,3.1,2,2,1.53,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3956,2,3,2,2,1,2,2,2,2,1,11,2,4,5,6,1,4,3,2.8,2,3,1.88,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3960,1,4,2,2,2,2,2,2,1,2,6,4,4,5,1,2,4,2,3,1,4.67,1.41,0,94.3,0,60,1.42,0.61,3.5,0,1,5,1,2,6,1,1.25,4,4,1,2,2,2
3961,5,5,2,2,2,1,2,2,1,1,4,3,5,5,3,1,4,1.25,3.7,1.67,4.67,1.53,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3962,1,3,2,2,2,2,2,2,2,1,11,3,3,4,2,1,4,2.75,3.2,2.33,2.33,1.33,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3963,1,3,4,2,2,2,2,2,2,2,4,4,5,3,3,1,4,2.25,3.6,2,3,1.19,0,93,0,62,1.33,-0.27,3.75,0,1,3,2,2,6,1,2.5,2.9,5,3,1,4,1
3964,1,5,2,2,2,2,2,2,2,2,10,4,4,5,1,1,4,1,4,2,4.67,2,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3965,2,4,3,2,1,1,2,2,1,1,5,1,4,5,2,1,4,2.25,4,2,3.67,2.01,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3966,10,2,3,2,2,1,1,2,1,1,4,4,5,5,1,2,3.25,1.25,3,3,4.33,0.17,0,92.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3970,1,3,2,2,2,2,2,2,1,1,4,1,4,4,1,2,4,1,3.7,2,3,0.75,0,92.5,0,48,0.75,0.65,4,0,1,2,1,1,13,1,1.25,4,4,1,1,2,2
3972,4,3,3,2,2,2,2,2,2,1,8,3,3,3,2,2,4,1.75,3.4,2.33,3.33,1.32,0,88.5,0,78,1.5,-0.67,4,0,4,4,2,1,5,1,2,2.5,2,2,2,1,1
3973,6,7,2,1,2,2,2,2,2,1,6,4,3,4,2,1,4,2.25,3.1,1.67,4.33,1.6,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3975,5,2,2,1,2,2,1,2,2,2,10,2,5,5,1,4,4,2.75,2.8,1.67,4.67,2.33,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3978,1,6,3,2,2,2,2,2,2,1,7,4,4,2,6,1,3.75,2.25,4,2,5,2.73,0,94.4,0,72,3,0.34,4,0,1,5,2,1,7,1,1.25,3.3,4,6,1,1,6
3979,1,3,2,2,2,2,2,2,2,1,9,2,5,5,2,1,4,1.75,3.5,1.67,3.33,2.08,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3982,1,3,2,2,2,2,2,2,2,1,10,2,4,5,2,2,3.5,1.75,3.1,3,3.67,1.56,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3983,1,3,3,2,2,2,2,2,1,2,7,3,3,3,3,1,3,1.75,2.5,4,4.67,0.56,0,91.3,0,48,2.42,-0.05,4,0,1,6,1,2,14,2,2,3,4,2,1,2,2
3984,1,7,2,2,2,2,2,2,1,2,2,4,3,3,1,4,4,1.25,4,2,5,1.67,1,91.3,0,48,1.67,-0.85,3.5,0,1,4,1,2,8,2,1.5,2.8,4,1,1,1,1
3985,1,4,1,2,2,2,2,2,2,2,8,2,5,5,2,1,4,1.25,3.9,2,2,1.25,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3987,1,4,3,2,2,2,2,2,2,1,6,4,5,5,6,1,4,1,4,2,5,3.75,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3988,10,3,3,2,2,2,2,2,1,2,9,4,4,4,3,1,3.75,1,3.9,2,4,1.67,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3989,7,4,3,2,1,2,2,2,2,1,6,4,4,5,2,2,4,2.75,3.1,1.33,1,2.13,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3994,3,5,2,2,2,1,1,2,1,1,11,3,4,4,2,2,4,1,3.5,1.67,4,1.72,0,91.3,0,61,1.92,1,4,0,1,4,1,2,10,1,1,4,5,6,1,2,2
3995,1,4,3,2,2,2,2,2,1,2,10,3,5,5,5,1,4,1,3.9,1,4.33,3.89,0,91.3,0,71,3,0.45,3.75,0,1,4,1,3,9,2,1,3.2,4,5,1,2,2
3996,5,3,2,2,2,2,2,2,1,1,3,3,3,4,2,2,3.75,2.25,2.4,2,2.33,1,0,90.2,0,71,1,0.67,3.75,0,3,4,1,2,9,2,1.5,3.6,3,1,3,2,1
3999,5,5,4,2,2,1,2,2,1,1,6,3,4,4,1,1,4,2.5,3.5,2.67,4.67,2.29,0,91,0,48,2.25,-1.66,4,0,5,3,1,1,11,2,2,3.1,4,5,1,2,2
4000,3,3,3,2,1,1,2,2,2,2,5,4,4,5,2,1,4,1.5,4,2,3.67,0.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4001,3,4,3,2,2,2,2,2,2,2,5,4,5,5,2,1,4,2.25,3.1,1.67,3,1.81,1,88.9,0,78,2.67,-0.46,3,0,3,6,2,3,10,1,1.5,3,5,2,2,1,1
4002,1,5,3,2,2,2,2,2,2,2,4,2,3,5,4,1,4,2,2.5,1.33,3,2.15,0,88.5,0,55,2.25,-0.76,4,0,1,5,2,2,7,1,1.75,2.8,3,1,1,1,3
4004,7,6,2,2,2,2,2,2,2,2,10,4,5,5,1,2,3,1,4,1.33,3,1.58,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4005,1,3,1,2,2,2,2,2,2,1,9,4,5,5,2,1,4,1,4,1,5,1.39,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4006,10,2,2,2,2,2,2,2,1,2,11,3,3,4,2,2,3.75,2.75,3.3,2,4,2.5,1,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4007,1,5,3,2,2,1,2,2,1,1,11,3,2,5,1,3,4,1.25,3.8,2.5,3,2.17,1,91.3,0,43,2.17,0.13,3,0,1,6,1,3,11,2,1.5,2.8,3,2,1,1,1
4014,3,4,3,2,2,2,2,2,1,1,7,4,4,4,3,1,4,1,3.7,1,4.67,1,0,88.5,0,72,1,-0.43,4,0,6,5,1,2,7,1,1.25,3.11,4,1,1,1,1
4015,1,5,4,2,2,1,2,2,1,1,11,1,4,4,1,1,4,3,2.8,1.33,1.33,2,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4016,1,5,3,2,2,1,2,2,1,2,7,2,3,4,2,4,4,1,4,3,3,2.33,0,88.5,0,51,2.33,-0.8,4,0,1,6,1,3,4,2,1,3.9,4,2,1,1,1
4020,3,5,2,1,1,1,2,2,2,1,10,4,5,5,5,1,4,1,4,2.33,4,1.49,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4021,3,3,3,2,2,2,2,2,2,1,2,3,4,5,1,2,4,1.25,2.9,1.67,3,2.25,0,90.2,0,62,2.25,-0.67,3.75,0,3,5,2,1,6,2,1.75,3.2,4,1,1,2,3
4022,1,4,4,1,2,2,1,2,2,1,5,3,5,5,3,1,4,1.25,3.3,2.33,2,2.64,0,91.3,0,53,1,-0.84,4,0,1,4,2,3,6,1,2.5,2.5,5,2,1,9,9
4026,5,3,2,2,2,2,2,2,2,2,5,3,4,4,3,1,3,1.25,3.4,2.33,5,2.08,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4027,1,5,3,2,2,2,2,2,2,1,8,4,4,5,1,1,4,1.75,3.4,1.67,3.67,2.15,0,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4028,1,6,3,2,2,2,2,2,1,1,7,4,5,5,3,1,4,1.25,3.6,2.33,4.67,4.42,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4029,3,2,1,1,1,2,2,2,2,2,5,4,5,4,2,1,4,1.25,3.7,3.67,4.33,1.67,0,88.9,0,78,1.67,1.67,4,0,1,2,2,3,10,1,2.25,4,4,3,1,2,2
4030,4,0,2,2,1,1,2,2,2,1,5,1,4,5,2,1,4,2,3.2,1.67,4.67,2.5,0,92.5,0,61,2.43,-0.11,4,0,4,2,2,3,10,1,3,3.4,4,2,1,2,7
4033,1,6,3,2,2,2,2,2,2,1,9,4,5,5,1,1,4,1.25,3.6,2.33,4.33,2.63,0,92.9,0,78,3.33,0.75,4,0,1,5,2,1,10,2,1.5,3.6,5,4,1,2,2
4037,5,3,4,2,2,1,2,2,2,1,6,3,4,5,2,2,4,1.25,3.8,1.67,4,1.29,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4038,1,5,3,2,2,2,2,2,1,1,11,3,5,5,4,1,4,1.75,3.8,1.67,5,4.31,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4039,1,3,4,2,2,2,2,2,1,1,10,4,2,4,2,1,4,3,3.4,1.33,4,2.5,0,92.9,0,55,2.75,-0.5,4,0,1,3,1,1,4,2,1.5,2.4,4,2,1,2,2
4040,1,5,3,2,2,2,2,2,1,1,11,4,5,4,1,4,4,1.25,3.6,1.67,3.67,2.17,0,92.5,0,71,2.17,0.83,3.5,0,1,5,1,1,9,1,1.25,4,4,2,1,2,2
4041,1,3,3,2,2,2,2,2,1,1,5,3,3,5,1,2,3.25,1.5,2.9,1,2.33,1.08,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4046,4,1,3,2,1,1,2,2,1,1,14,1,5,5,3,1,4,1.5,4,1,4.33,1.67,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4047,5,1,3,2,2,2,2,1,2,1,11,4,5,5,3,1,4,1.5,4,2.67,5,2.29,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4048,3,4,1,1,1,2,2,2,2,1,5,4,4,5,2,1,4,1.5,3.9,2.33,5,2.33,0,92.5,0,78,2.33,0.51,4,0,5,3,2,1,10,2,1.25,3.8,5,3,1,1,1
4050,5,4,2,1,1,2,2,2,2,2,8,4,5,5,2,4,3.75,1,4,2.33,3.67,0.17,0,92.5,0,71,0.17,-0.44,3.25,0,5,7,2,2,9,1,1.5,3.9,4,2,1,2,2
