"caseId","Present living situation-1995","number people living w/respondent-1995","Economic situation/3 year ago-1995","Parent divorced/separated past year-1995","Parent re/married past year-1995","Parent lost job/past year-1995","Respondent ill/disabled past year-1995","Parent died past year-1995","Respondent sex-1995","Respodent US Citizenship-1995","Respondent job classification-1995","Don't feel save at school-1995","attainable education level-1995","Paren education preference-1995","Respondent hour studying-1995","Good grade importance-1995","English Knowledge-1995","Depression-1995","Self-esteem-1995","Familism index-1995","Family cohesion-1995","GPA-1995","Dropped out by 1995","Percent daily school attendance-1995","Private school-1995","desired.job.prestige.score-1991","GPA","Parent.SES.index-1991","English.Knowledge-1991","Private.school-1991","Houshold.guardians-1991","number.household.members-1991","Sex","Respondent.US.stay.length-1991","Respondent job preference-1991","felt discriminated-1991","Depression-1991","Self-esteem-1991","education expectation-1991","Hours/day on HW-1991","Good grades importance-1991","Reason Dad came to US","Reason Mom came to US"
2410,5,2,3,1,1,2,2,2,2,1,9,2,4,4,2,1,4,1,3.9,2,3.67,1.75,0,88.9,0,56,1.58,-0.06,4,0,1,3,2,3,13,1,1.5,3.8,4,2,1,7,7
2411,5,1,2,2,2,2,2,2,2,1,9,4,5,5,2,1,4,1.75,3.8,1.67,4.67,2.43,0,92.5,0,71,3.08,-0.24,4,0,3,2,2,1,9,2,1.5,3.6,5,2,1,2,2
2412,7,5,3,1,2,2,2,2,1,2,3,4,3,4,1,2,3.25,1.5,3.5,2.33,4.33,0.92,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2414,5,4,3,2,2,2,2,2,1,2,10,4,5,5,1,1,4,1,2.9,1,2,2.33,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2415,1,2,2,2,2,2,2,2,1,1,14,4,5,5,1,3,4,2,3.5,1,4.33,2.29,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2416,1,4,2,2,2,2,2,2,1,1,8,2,4,4,1,3,3.5,2.5,2.7,2.33,4,1.94,0,91.3,0,48,2.25,0.35,4,0,1,4,1,1,14,2,1.25,3.6,4,2,1,2,2
2418,1,4,3,2,2,1,1,2,2,1,8,2,4,5,2,2,4,1.25,3.3,2.33,3.33,2.5,0,88.9,0,78,2.5,-0.27,4,0,1,4,2,1,10,2,1.5,3.2,4,2,1,2,2
2420,3,3,4,2,2,2,2,2,2,2,8,4,5,5,3,1,4,1.75,4,2,3,2.64,0,91.3,0,62,4,1.16,4,0,3,3,2,2,8,2,2.75,2.3,5,2,1,4,1
2422,1,3,3,2,2,1,2,2,1,2,6,3,5,5,5,1,3.75,1.25,3.6,1,1.33,2.5,0,90.2,0,51,2.5,0.43,3.5,0,1,3,1,3,4,2,1.5,3.5,4,2,1,3,3
2427,1,4,2,2,2,1,2,2,1,1,14,4,3,4,1,2,4,2.75,2.7,1.33,2,3,0,92.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2428,1,1,5,2,2,2,2,1,1,2,6,3,4,5,3,1,4,1,3.9,2.67,5,2.57,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2429,1,7,2,2,2,2,2,2,2,2,5,4,4,4,1,1,4,1.25,4,1,4.67,2.95,0,88.5,0,78,3.17,0.55,4,0,1,4,2,3,10,1,1.75,3.8,5,2,1,1,3
2431,5,3,2,1,2,1,1,2,2,1,5,3,4,5,2,2,4,2.75,2.3,2.33,2.33,2.83,0,92.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432,10,2,3,1,2,2,2,2,2,1,8,2,5,5,5,1,4,1.25,3.8,2.33,4,3.17,0,90.2,0,62,3.17,-0.36,4,0,3,2,2,1,8,1,2.5,3.9,5,6,1,2,2
2433,5,4,1,2,2,2,2,2,1,1,9,2,5,5,2,3,4,2.25,1.9,1.33,1.33,2.07,0,90.2,0,67,2.07,1.1,4,0,5,7,1,1,9,2,1.5,3,5,2,2,1,1
2434,5,4,2,2,2,2,1,2,2,2,11,3,4,5,6,1,4,2.75,3.2,1,1.67,3.75,0,94.3,0,65,3.75,0.45,3.5,0,1,5,2,3,12,1,1.25,3.6,4,2,1,2,2
2436,4,4,1,2,1,2,2,2,2,2,11,4,4,5,3,1,4,1.25,4,2.33,4.67,2.24,0,91.3,0,57,2.67,-0.75,4,0,4,2,2,3,13,2,3.25,3.2,4,5,1,2,1
2437,1,3,2,2,2,2,2,2,2,1,5,2,4,5,3,1,4,2.5,2.9,1,3.33,2.92,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440,3,4,1,2,2,2,2,1,1,1,4,1,3,5,6,2,3,1,3.7,1.67,5,1.25,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441,1,8,3,2,2,2,2,2,2,2,6,4,5,5,2,1,4,2.5,3,2,4,2.93,0,93.9,0,71,2.91,-0.72,3,0,1,5,2,3,9,2,2,3.1,4,4,1,1,3
2442,5,3,3,1,2,2,2,2,2,2,9,4,5,5,2,1,4,1.5,4,1.67,5,1.79,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2446,1,5,2,2,2,2,2,2,2,2,11,4,5,5,2,3,4,1.25,3.4,1,1.67,2.43,0,91.3,0,78,2.83,0.63,4,0,1,4,2,2,8,1,1.5,2.5,5,3,1,1,1
2447,10,6,4,1,1,2,2,2,2,1,10,3,4,5,1,2,4,1.75,2.9,1.33,2.67,1.39,0,90.2,0,57,2.5,-0.34,4,0,5,6,2,1,13,2,1.75,3.1,3,2,1,1,1
2449,1,4,5,1,2,1,2,2,1,1,4,3,2,4,1,1,4,1.5,3.9,1.33,3.33,1.25,0,88.5,0,51,1.83,-0.96,4,0,1,5,1,2,4,2,1.5,3.7,4,1,1,1,1
2451,6,4,3,2,1,2,2,2,1,1,6,2,4,5,2,2,4,1.75,3.8,2.33,2.33,2.4,0,94.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2453,5,2,2,2,2,2,2,2,2,1,9,1,5,4,6,1,4,1.5,4,1,4,3.33,0,90.2,0,57,3.33,1.15,4,0,5,2,2,1,8,1,1,4,3,2,1,2,2
2454,3,3,3,1,1,2,2,1,2,1,10,4,5,5,5,1,4,1.5,4,3,2.33,4.67,0,92.5,0,64,4.67,0.28,4,0,3,4,2,2,6,2,1,4,5,6,1,3,1
2455,1,3,4,2,2,2,2,2,1,2,11,3,5,5,4,2,3.75,1.25,4,1,3.67,4.17,0,92.5,0,71,4.17,-0.55,3.75,0,1,3,1,3,9,1,2,3.6,2,4,1,2,2
2456,1,3,4,2,2,2,2,2,1,1,4,4,4,4,1,1,4,1,3.8,1.67,4,2.01,0,91.6,0,72,2.25,-0.13,4,0,1,5,1,1,7,2,1,2.5,5,1,1,2,2
2458,1,5,3,2,2,2,2,2,1,1,6,4,5,5,2,1,4,1.5,3,1.33,3.67,3.17,0,94.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2460,1,5,2,2,2,1,2,2,2,2,5,1,4,4,1,2,4,1.67,3.8,2.67,3,1.39,0,91.3,0,62,2.17,0.05,4,0,1,5,2,3,8,1,1.5,2.7,3,1,1,1,1
2461,1,3,2,2,2,1,2,2,2,1,10,3,5,5,3,1,4,1,4,2,3,4.8,0,94.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2462,5,4,3,2,2,1,2,2,2,1,5,4,5,2,2,1,3.5,1.75,3.3,2.33,4.33,2.25,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2463,5,2,3,2,1,1,2,2,2,1,6,3,3,5,3,2,3.25,2,3.8,1.67,2.67,0.83,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2465,1,4,3,2,2,2,2,2,2,2,10,3,5,5,2,2,4,1.25,4,1.67,2.67,3.33,0,88.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2468,1,5,2,2,2,2,2,2,2,2,10,3,5,5,2,1,3.75,2,3.7,3,5,3.08,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2469,1,2,2,2,2,1,2,2,2,2,10,2,4,4,4,1,3.75,1.75,3.9,2.67,4.67,2.92,0,90.2,0,78,2.67,-0.55,3,0,1,2,2,3,10,2,1.5,3.2,5,2,1,3,3
2470,1,11,4,2,2,1,2,2,1,2,10,3,5,5,6,2,4,1,3.9,1.33,3.67,3.57,0,92.5,0,78,3.57,0.08,4,0,1,9,1,2,10,2,1.5,3.8,5,3,1,2,2
2472,1,4,4,2,2,1,2,2,1,2,8,4,5,5,2,1,4,1.5,3.9,1.33,3.67,2.83,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2473,1,3,3,2,2,2,2,2,2,1,5,4,5,5,4,1,4,2,3.5,1.33,3.67,3.6,0,96,0,78,3.9,0.6,4,0,1,4,2,2,10,1,1.25,3.8,5,4,1,9,4
2475,5,2,3,2,1,1,2,2,2,1,7,3,5,5,4,1,4,1.25,4,2.33,4,4.25,0,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2476,1,3,3,2,2,1,2,2,1,1,11,3,5,5,1,1,4,1.5,4,1.67,3.67,4.51,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2478,1,3,1,2,2,2,2,2,1,1,10,2,5,5,4,1,4,1.75,3.9,1.33,4,4.17,0,92.5,0,78,4.17,0.94,4,0,1,3,1,1,10,1,1,4,5,6,1,5,5
2479,1,3,5,2,2,1,2,2,2,1,4,2,4,4,4,1,4,3.25,1.7,2.33,3,3.8,0,94.8,0,65,3.5,0.14,4,0,1,6,2,2,12,1,3,2.4,3,4,1,9,3
2482,1,5,2,2,2,2,2,2,2,2,10,2,5,5,2,1,4,3.25,3.5,1,4.67,2.32,0,92.9,0,78,2.92,-0.11,4,0,1,3,2,3,10,1,2,3.3,5,1,1,1,1
2483,3,4,1,2,1,2,2,2,2,1,11,3,4,5,4,1,4,1.5,4,1,5,3.75,0,91.3,0,78,4.17,0.83,4,0,3,4,2,1,10,2,1.25,4,5,3,1,2,2
2484,1,2,5,2,2,2,2,2,1,1,7,4,5,5,6,1,4,2.5,3.5,2.33,4,3.17,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2485,1,3,3,2,2,2,2,2,2,2,5,2,4,5,3,1,4,1.75,3.3,1.67,4.67,2.05,0,91.3,0,78,2.17,-0.03,4,0,1,3,2,2,10,1,1.25,3.8,5,5,1,1,3
2486,1,3,3,2,2,1,2,2,2,1,8,1,4,4,2,1,4,1,3.6,1.33,4.33,2.7,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2487,1,3,4,2,2,1,2,2,2,2,8,3,5,5,3,1,4,2,3.2,1.67,2.67,2.92,0,92.5,0,78,3,0.61,4,0,1,3,2,3,10,1,1.75,3.6,5,3,1,2,2
2489,1,4,1,2,2,2,2,2,2,2,8,1,5,5,3,1,4,1,4,2,5,3.19,0,92.5,0,78,2.83,1.14,4,0,1,5,2,2,10,1,1,4,5,3,1,2,2
2490,5,1,4,1,2,1,2,2,1,1,11,4,5,5,3,1,4,2.25,3.3,1.33,3,3.54,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2491,5,3,3,1,2,2,2,2,1,1,7,4,5,5,3,1,4,1.25,3.1,2.67,2.33,2.01,0,92.5,0,55,2.67,-0.02,3.5,0,5,3,1,1,7,1,1.25,3,4,2,1,2,2
2492,1,5,3,2,2,1,2,2,2,1,6,4,4,4,1,1,4,1.25,3.6,2,2.33,2.73,0,94.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2494,3,3,3,2,2,1,2,2,2,1,10,3,4,5,2,2,3.25,2.5,2.4,2.33,2.67,2,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2496,1,4,2,2,2,2,2,2,2,1,4,4,3,4,1,2,3.5,2,3.7,1.33,3.33,3.17,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500,1,3,3,2,2,2,2,2,2,1,11,4,4,5,2,3,4,3.25,2.8,1.67,4.67,3.67,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2502,1,4,3,2,2,2,2,2,1,2,7,3,5,5,3,2,4,1,4,1.67,4.67,3.75,0,92.5,0,78,3.33,0.35,4,0,1,4,1,2,10,2,1,4,5,2,1,2,2
2503,1,6,2,2,2,2,2,2,2,1,8,2,4,4,3,1,4,1,3.6,1.33,3.67,3.29,0,92.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2504,5,2,5,2,2,2,2,2,2,1,6,4,5,5,3,2,3.75,1.75,3.2,2.67,3,3.17,0,93.7,0,62,3.17,0.4,4,0,5,3,2,1,6,2,1.25,3.3,5,1,1,2,2
2505,5,1,2,2,2,2,2,2,2,2,9,1,3,5,2,1,3,2.25,3.1,1.67,5,2.36,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2507,5,5,1,1,2,2,2,2,2,2,10,2,2,4,5,1,3,1.5,3.3,2,4.67,1.86,0,92.1,0,71,2.8,-1.41,3,0,1,6,2,3,9,1,2.25,3.1,2,2,1,1,1
2509,5,6,4,1,2,2,2,2,1,2,7,3,3,5,4,1,4,1.25,2.9,2.33,2.67,2.67,0,91.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2510,5,3,4,2,2,1,2,2,1,1,10,3,5,5,1,2,4,1.75,3.6,2.33,4,0.8,0,92.5,0,64,0.8,0.4,4,0,5,3,1,1,6,2,1.25,3.8,5,1,1,2,2
2511,5,1,3,2,2,2,2,2,1,1,11,4,4,5,5,2,4,1,4,1,2,2.17,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2513,5,4,2,2,2,2,2,2,1,1,9,2,4,4,2,1,4,1,3.7,2,4.67,3.1,0,92.7,0,67,1.83,-0.06,3.25,0,3,4,1,1,11,2,1.5,3.3,4,2,1,3,3
2518,1,6,2,2,2,1,2,2,2,2,11,3,4,4,4,1,4,1,4,2,5,2.69,0,91.3,0,51,2.33,0.86,3,0,1,7,2,3,4,1,1.5,3.8,2,1,2,2,2
2521,1,4,2,2,2,2,2,2,2,2,6,2,5,5,4,1,4,1.75,3.7,1.67,4.33,4.42,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,5,3,3,2,2,2,1,2,2,1,5,2,5,5,1,2,4,2,3.9,1.33,3.67,2.15,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,1,5,2,2,2,2,2,2,1,1,10,3,4,5,1,1,4,1.25,3.8,2,4.33,1.92,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2525,1,2,1,2,2,1,2,2,2,1,8,4,4,5,1,1,4,1.75,3.4,2.67,4,1.67,0,92.5,0,65,1.67,-0.48,4,0,1,2,2,1,12,2,2.25,3.2,5,3,1,2,3
2528,5,4,4,2,2,1,2,2,1,1,10,3,5,5,1,1,4,1.25,3.6,2,4,1.18,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2529,5,4,4,1,2,1,2,2,1,1,4,3,4,5,1,1,2.75,1.25,3.5,2,4.33,2.29,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,1,3,3,2,2,2,2,2,2,1,8,2,4,5,2,1,4,2.5,4,1.33,4,2.38,0,91.3,0,78,3.33,0.59,4,0,1,3,2,1,14,1,2.75,2.5,5,2,1,1,1
2531,1,2,4,2,2,2,2,1,1,1,4,4,2,5,1,1,4,2,3.6,1.33,4.33,1.18,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533,5,1,4,1,2,1,2,2,2,2,5,2,4,5,3,1,4,1.25,3.8,1.67,4,2.43,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,5,3,3,2,2,1,2,2,2,1,11,3,5,5,3,1,4,1.5,3.6,1.67,3,4.1,0,92.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2537,1,5,5,2,2,1,2,2,2,2,10,2,5,5,1,1,4,2.5,3.1,3,3.67,4.17,0,94.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2538,3,3,3,2,2,1,2,2,2,1,5,4,5,4,2,1,4,1.5,3.7,2.33,2.67,2,0,92.5,0,62,2,0.3,4,0,7,4,2,1,8,2,2.75,3.5,4,1,1,2,2
2539,1,3,2,2,2,2,2,2,2,2,6,2,5,5,6,1,4,1.25,4,1.67,4.33,2.67,0,88.9,0,71,2.67,-0.46,4,0,1,3,2,2,9,1,1.5,4,5,5,1,2,2
2542,1,3,4,2,2,1,2,2,2,1,9,4,5,3,1,1,4,1,3.9,1.33,1.67,1.25,0,92.5,0,51,1.25,-0.12,4,0,1,3,2,1,4,1,1.75,3.4,4,3,2,1,1
2544,7,4,2,2,2,2,2,2,2,2,8,4,4,5,3,1,3.5,1.75,3.6,3.33,3.67,4.33,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,1,4,2,2,2,2,2,2,2,1,10,4,5,5,3,1,3.75,1,4,1.67,5,1.79,0,91.3,0,78,2.67,-0.78,4,0,1,5,2,3,10,1,1,3.3,4,2,1,1,2
2547,6,5,2,2,2,2,2,2,1,1,10,3,5,5,3,1,4,1.25,3.8,2.67,3,3.13,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,1,5,2,2,2,2,2,2,1,1,7,3,4,4,3,1,4,1,3.6,2,4.33,1.47,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549,1,3,2,2,2,1,2,2,1,1,9,4,5,5,1,2,4,1,4,1.67,4.67,3.5,0,90.2,0,55,3.5,-0.32,4,0,1,3,1,1,6,1,1.75,4,5,3,1,5,5
2550,1,3,2,2,2,2,2,2,1,1,10,3,2,3,2,2,3.5,2,3.3,3.33,3.67,2.08,0,91.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,1,7,3,2,2,2,1,2,2,1,11,4,5,5,1,1,4,1,4,1.33,4.67,1.71,0,90.2,0,54,1.5,-0.17,4,0,1,6,2,1,5,1,1,3.6,5,1,2,9,9
2552,1,4,2,2,2,2,2,2,1,2,11,3,5,5,1,1,3,1,3.9,2,4.67,1.85,0,88.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553,1,3,3,2,2,1,2,2,1,1,7,4,4,5,3,1,4,1.5,3.9,3,2,1.08,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2554,1,4,4,2,2,1,2,2,2,2,8,4,4,5,1,2,3,1.75,3.8,1.33,4,2.15,0,88.9,0,64,2.15,-0.42,3,0,1,4,2,2,14,2,1,3.4,4,1,2,2,1
2555,1,3,2,2,2,2,1,2,2,1,9,4,3,4,3,1,4,1.75,3.4,1.67,3,1.09,0,92.5,0,71,1.09,0.58,4,0,1,4,2,1,9,2,1.75,3.3,4,2,3,1,1
2556,1,2,3,2,2,1,2,2,2,1,10,4,3,5,1,2,4,1,3.1,2,2,2.15,0,92.5,0,62,2.15,-0.7,4,0,1,6,2,1,8,1,2.25,2.5,2,1,1,2,2
2557,3,3,3,2,2,2,2,2,2,1,10,1,4,5,3,1,4,2,3.1,2.67,4.33,2.08,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2558,2,4,3,2,2,2,2,2,2,1,5,2,5,4,3,1,3.75,2,3.4,1.33,3.33,2.75,0,90.2,0,78,2.75,-0.41,3.5,0,6,4,2,1,10,2,1.5,3.4,4,3,1,2,3
2560,3,2,3,2,2,1,2,2,2,1,5,1,4,4,3,2,4,1.75,3.4,1.33,2.67,2.25,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2561,1,3,2,2,2,2,2,2,2,1,8,4,5,5,5,1,4,1.75,3.3,2.33,4.67,3.06,0,91.3,0,65,3.83,0.79,4,0,1,3,2,1,12,2,1,3.7,5,4,1,1,1
2565,3,4,3,2,1,2,2,2,2,2,6,4,5,4,1,2,4,1.5,3.4,1.33,2.33,2.42,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2566,1,7,3,2,2,2,2,2,1,1,10,3,5,5,2,1,4,1.25,3.8,1.67,5,4.38,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2567,1,6,3,2,2,1,2,2,2,2,10,4,4,5,2,1,3,1,3.5,1,4.67,2.54,0,92.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,1,5,2,2,2,2,2,2,2,1,11,4,5,5,5,1,4,1.25,3.9,2.67,5,4.33,0,92.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2569,1,5,3,2,2,1,1,2,2,1,6,2,5,5,2,1,4,2.75,2.9,1,1,2,0,88.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2571,1,4,3,2,2,2,2,2,1,2,6,3,4,5,3,1,4,1.5,2.9,2,3.33,2.56,1,88.9,0,48,2.56,-0.23,3.75,0,1,7,1,2,14,2,1,3.2,3,2,1,1,1
2572,3,2,3,2,2,2,2,2,1,1,7,3,5,5,2,1,4,1,3.7,2,3,2.83,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2575,5,3,2,2,1,2,2,2,2,1,8,2,4,4,2,2,4,1.25,3.2,2,4.33,3.67,0,94.3,0,57,3.67,0.31,4,0,5,3,2,1,13,2,1.25,3.5,4,2,1,2,2
2577,5,5,1,2,2,2,2,1,1,1,8,4,4,5,5,1,3.75,1.75,3.7,1.33,3.67,1.92,0,92.5,0,51,1.92,0.79,4,0,5,5,1,2,4,2,1.25,3.6,4,2,1,2,2
2579,3,4,1,1,1,2,2,2,2,2,11,1,4,4,2,2,3.75,1,2.6,2,2.67,2.64,0,90.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2580,3,6,2,2,2,2,2,2,2,1,10,2,4,2,3,1,4,2,3.5,2,2,3.91,0,94.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,5,2,4,2,2,1,2,2,1,1,7,4,5,4,2,2,4,1,3.8,1,2.33,2.42,0,92.5,0,71,2.42,0.57,4,0,5,1,1,1,10,1,1.5,4,5,2,1,2,2
2586,1,5,2,2,2,1,2,2,2,1,9,4,5,5,6,1,4,1,4,2.33,5,2.26,0,91.6,0,71,2.5,0.56,4,0,1,6,2,1,10,2,2,3.9,5,3,1,2,2
2587,1,4,2,2,2,1,2,2,2,1,6,3,4,4,6,1,3,1.75,3.5,1.33,3.67,2.36,0,88.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2589,1,7,3,2,2,2,2,2,1,2,11,4,5,5,1,2,4,1.75,3.9,1,4.33,1.67,0,90.2,0,48,1.67,-0.47,4,0,1,4,1,2,11,2,1,4,5,2,1,2,2
2590,1,4,2,2,2,2,2,2,2,2,14,2,5,5,2,1,3.25,1.75,3.7,2,4.67,2,0,93.9,0,62,2.42,-0.22,2.25,0,1,6,2,4,4,1,1.5,2.7,4,2,1,1,1
2592,5,1,3,2,2,2,2,1,1,1,11,4,2,2,2,1,4,1.75,4,1,4.33,0.33,0,92.7,0,48,0.33,-1.66,2.75,0,5,1,1,3,13,2,2.25,2.9,2,1,1,2,2
2594,5,1,3,1,2,2,2,2,2,1,8,3,5,4,1,2,4,1.75,4,1.33,4.33,2.06,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2595,3,3,1,2,1,2,2,2,2,1,8,1,5,4,1,2,4,1.75,3.8,2.33,5,2.29,0,92.5,0,71,1.67,0.3,4,0,5,2,2,1,9,1,1.75,2.9,5,1,2,2,2
2597,1,3,3,2,2,1,2,2,1,1,10,2,4,5,3,1,4,1.5,4,2,4,2.92,0,91.3,0,66,3.67,0.71,4,0,1,3,1,1,7,2,1.25,4,4,3,1,1,1
2599,1,3,3,2,2,1,2,2,2,2,10,2,4,4,6,1,3,1.25,3.7,1,3.33,3,0,93,0,78,2.92,-0.78,3,0,1,6,2,4,10,2,1,3.1,5,6,1,1,1
2600,1,3,2,2,2,2,2,2,2,1,10,4,5,5,6,1,4,1.25,3.6,1.33,4.67,4,0,94.8,0,78,4,0.53,4,0,1,3,2,1,10,1,1.5,3.6,5,4,1,9,3
2602,5,3,4,2,2,1,2,2,1,2,11,4,5,5,4,1,3.5,1.75,3.3,1,4,2.85,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,1,3,2,2,2,2,2,2,1,1,5,3,5,5,1,2,4,1.25,3.9,1.33,2.33,2.42,0,92.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
